Outlet_ID,Outlet_Name,Records,Average_Employees,Average_Productivity_Score,Average_Attendance_Rate,Average_Staff_Performance_Score,Top_Performer_Months,Needs_Improvement_Months,Balanced_Months,Understaffed_Months,Overstaffed_Months,Latest_Month,Latest_Staff_Performance_Score,Latest_Staff_Category,Latest_Scheduling_Status,Workforce_Category,Workforce_Alert_Level,Workforce_Insight,Workforce_Recommendation
OUT0253,Franchise Outlet 0253,40,18.0,93.94,94.09,89.05,12,0,0,40,0,2026-04-01,90.62,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.1/100 with 94.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0254,Franchise Outlet 0254,40,8.0,100.0,94.67,93.52,40,0,0,40,0,2026-04-01,93.75,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.5/100 with 94.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0255,Franchise Outlet 0255,40,14.0,72.02,93.91,77.11,0,0,16,23,1,2026-04-01,76.99,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 77.1/100 with 93.9% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0256,Franchise Outlet 0256,40,11.0,100.0,95.11,95.08,40,0,0,40,0,2026-04-01,96.97,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.1/100 with 95.1% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0257,Franchise Outlet 0257,40,17.0,74.54,93.36,77.78,0,0,13,27,0,2026-04-01,76.32,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 77.8/100 with 93.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0258,Franchise Outlet 0258,40,12.0,74.15,94.01,78.5,0,0,13,27,0,2026-04-01,81.95,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 78.5/100 with 94.0% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0259,Franchise Outlet 0259,40,7.0,100.0,95.36,95.39,40,0,0,40,0,2026-04-01,94.14,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 95.4/100 with 95.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0260,Franchise Outlet 0260,40,14.0,38.01,93.45,59.39,0,39,0,1,39,2026-04-01,61.27,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 59.4/100 with 93.4% attendance. The latest workforce schedule is overstaffed, and 39 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0261,Franchise Outlet 0261,40,16.0,53.6,93.73,68.03,0,11,1,0,39,2026-04-01,68.4,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 68.0/100 with 93.7% attendance. The latest workforce schedule is overstaffed, and 11 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0262,Franchise Outlet 0262,40,16.0,97.47,93.52,89.62,13,0,0,40,0,2026-04-01,87.83,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 89.6/100 with 93.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0263,Franchise Outlet 0263,40,16.0,61.67,93.2,70.53,0,2,28,0,12,2026-04-01,74.19,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 70.5/100 with 93.2% attendance. The latest workforce schedule is balanced, and 2 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0264,Franchise Outlet 0264,40,14.0,98.77,95.37,94.22,38,0,0,40,0,2026-04-01,93.91,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.2/100 with 95.4% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0265,Franchise Outlet 0265,40,28.0,47.89,94.51,66.66,0,19,0,0,40,2026-04-01,65.04,Needs Improvement,Overstaffed,Meets Expectations,Medium,"Average staff performance is 66.7/100 with 94.5% attendance. The latest workforce schedule is overstaffed, and 19 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0266,Franchise Outlet 0266,40,20.0,69.11,93.83,76.2,0,0,31,8,1,2026-04-01,81.13,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 76.2/100 with 93.8% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0267,Franchise Outlet 0267,40,16.0,100.0,94.9,93.84,40,0,0,40,0,2026-04-01,95.05,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 93.8/100 with 94.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0268,Franchise Outlet 0268,40,19.0,77.52,93.88,79.91,0,0,9,31,0,2026-04-01,77.42,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 79.9/100 with 93.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0269,Franchise Outlet 0269,40,20.0,76.68,93.69,79.6,0,0,9,30,1,2026-04-01,83.46,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 79.6/100 with 93.7% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0270,Franchise Outlet 0270,40,24.0,37.36,92.78,57.81,0,40,0,0,40,2026-04-01,58.27,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 57.8/100 with 92.8% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0271,Franchise Outlet 0271,40,8.0,73.01,93.16,76.94,0,0,6,34,0,2026-04-01,77.27,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 76.9/100 with 93.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0272,Franchise Outlet 0272,40,18.0,45.62,92.88,62.07,0,39,0,0,40,2026-04-01,64.83,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 62.1/100 with 92.9% attendance. The latest workforce schedule is overstaffed, and 39 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0273,Franchise Outlet 0273,40,10.0,61.05,93.84,72.08,0,0,28,0,12,2026-04-01,72.89,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 72.1/100 with 93.8% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0274,Franchise Outlet 0274,40,18.0,56.84,94.28,70.56,0,1,3,0,37,2026-04-01,72.89,Meets Expectations,Overstaffed,Meets Expectations,Medium,"Average staff performance is 70.6/100 with 94.3% attendance. The latest workforce schedule is overstaffed, and 1 of 40 months were classified as needing improvement.",Align staffing hours with demand and move spare capacity to busier periods.
OUT0275,Franchise Outlet 0275,40,18.0,100.0,95.31,94.82,39,0,0,40,0,2026-04-01,96.02,Top Performer,Understaffed,Top Performer,Medium,"Average staff performance is 94.8/100 with 95.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0276,Franchise Outlet 0276,40,22.0,79.17,95.16,84.37,0,0,4,35,1,2026-04-01,85.9,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 84.4/100 with 95.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0277,Franchise Outlet 0277,40,16.0,70.44,93.28,75.83,0,0,22,18,0,2026-04-01,77.63,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 75.8/100 with 93.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0278,Franchise Outlet 0278,40,13.0,63.9,93.44,72.9,0,0,28,0,12,2026-04-01,72.97,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 72.9/100 with 93.4% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0279,Franchise Outlet 0279,40,19.0,75.86,95.19,82.61,0,0,14,26,0,2026-04-01,88.12,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 82.6/100 with 95.2% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0280,Franchise Outlet 0280,40,26.0,46.31,94.31,65.49,0,26,0,0,40,2026-04-01,66.89,Meets Expectations,Overstaffed,Needs Improvement,High,"Average staff performance is 65.5/100 with 94.3% attendance. The latest workforce schedule is overstaffed, and 26 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0281,Franchise Outlet 0281,40,20.0,76.27,93.29,78.7,0,0,10,30,0,2026-04-01,79.55,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 78.7/100 with 93.3% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0282,Franchise Outlet 0282,40,25.0,92.96,94.89,90.09,17,0,0,40,0,2026-04-01,94.16,Top Performer,Understaffed,Meets Expectations,Medium,"Average staff performance is 90.1/100 with 94.9% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
OUT0283,Franchise Outlet 0283,40,19.0,47.44,92.93,63.41,0,34,1,0,39,2026-04-01,61.95,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 63.4/100 with 92.9% attendance. The latest workforce schedule is overstaffed, and 34 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0284,Franchise Outlet 0284,40,13.0,34.12,92.48,56.06,0,40,0,0,40,2026-04-01,56.55,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 56.1/100 with 92.5% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0285,Franchise Outlet 0285,40,20.0,64.09,93.69,72.89,0,0,27,0,13,2026-04-01,73.54,Meets Expectations,Balanced,Meets Expectations,Low,"Average staff performance is 72.9/100 with 93.7% attendance. The latest workforce schedule is balanced, and 0 of 40 months were classified as needing improvement.",Maintain the current schedule and continue monitoring attendance and productivity.
OUT0286,Franchise Outlet 0286,40,14.0,41.96,92.85,60.05,0,40,0,0,40,2026-04-01,58.78,Needs Improvement,Overstaffed,Needs Improvement,High,"Average staff performance is 60.1/100 with 92.8% attendance. The latest workforce schedule is overstaffed, and 40 of 40 months were classified as needing improvement.",Rebalance excess shift coverage and use coaching or role changes to improve staff productivity.
OUT0287,Franchise Outlet 0287,40,20.0,75.26,93.53,78.66,0,0,13,26,1,2026-04-01,78.1,Meets Expectations,Understaffed,Meets Expectations,Medium,"Average staff performance is 78.7/100 with 93.5% attendance. The latest workforce schedule is understaffed, and 0 of 40 months were classified as needing improvement.",Review demand-based rosters and add coverage during peak periods.
