Outlet_ID,Records,Total_Marketing_Spend,Total_Sales_Revenue,Total_Orders,Average_Conversion_Rate,Revenue_Per_Marketing_Rupee,Marketing_Spend_Percentage,Marketing_Category,Alert_Level,Marketing_Insights,Recommendations,Marketing_Effectiveness_Score,Effectiveness_Category,Campaign_Records,Total_Marketing_Reach,Total_Marketing_Conversions,Average_Campaign_ROI,High_Performing_Campaigns,Needs_Improvement_Campaigns,Primary_Campaign_Type,Customer_Engagement_Rate,Campaign_Performance_Category,Marketing_Effectiveness_Insight,Marketing_Effectiveness_Recommendation
OUT0183,39,2585598.2,53378922.32,50397.0,24.78,20.64,4.84,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,61.12,Moderate,40,52593,6475,1.86,9,7,Digital Campaign,12.31,Moderate,"Marketing effectiveness is 61.1/100 (Moderate). Campaign ROI averages 1.86, with 12.31% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0184,40,285511.69,6226955.32,8240.0,9.93,21.81,4.59,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",45.93,Moderate,40,15594,701,1.16,3,18,Digital Campaign,4.5,Needs Improvement,"Marketing effectiveness is 45.9/100 (Moderate). Campaign ROI averages 1.16, with 4.50% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0185,39,2386511.81,51058726.3,38215.0,22.88,21.39,4.67,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,59.42,Moderate,40,42669,4749,1.91,14,7,Digital Campaign,11.13,Moderate,"Marketing effectiveness is 59.4/100 (Moderate). Campaign ROI averages 1.91, with 11.13% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0186,38,1628438.84,31865633.62,24640.0,18.27,19.57,5.11,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,50.96,Moderate,40,32088,2829,1.33,5,19,Digital Campaign,8.82,Needs Improvement,"Marketing effectiveness is 51.0/100 (Moderate). Campaign ROI averages 1.33, with 8.82% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0187,39,1820460.22,37006628.32,45084.0,12.34,20.33,4.92,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",49.65,Moderate,40,86176,5186,1.55,6,16,Digital Campaign,6.02,Moderate,"Marketing effectiveness is 49.6/100 (Moderate). Campaign ROI averages 1.55, with 6.02% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0188,40,1394790.59,25523681.4,19715.0,18.14,18.3,5.46,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,48.15,Moderate,40,23713,2044,1.12,4,27,Digital Campaign,8.62,Needs Improvement,"Marketing effectiveness is 48.1/100 (Moderate). Campaign ROI averages 1.12, with 8.62% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0189,38,474768.85,10010386.95,12426.0,17.02,21.08,4.74,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",51.08,Moderate,40,15041,1256,1.08,3,25,Digital Campaign,8.35,Needs Improvement,"Marketing effectiveness is 51.1/100 (Moderate). Campaign ROI averages 1.08, with 8.35% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0190,37,3194714.8,63221012.44,43765.0,27.7,19.79,5.05,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,61.35,Moderate,40,47335,6500,1.94,10,3,Digital Campaign,13.73,Moderate,"Marketing effectiveness is 61.4/100 (Moderate). Campaign ROI averages 1.94, with 13.73% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0191,40,848823.07,17695119.38,24596.0,8.64,20.85,4.8,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",45.11,Moderate,40,57812,2319,1.19,3,22,Digital Campaign,4.01,Needs Improvement,"Marketing effectiveness is 45.1/100 (Moderate). Campaign ROI averages 1.19, with 4.01% engagement across 40 campaigns.","Review low-ROI campaigns, narrow audience targeting, and move budget to campaign types with stronger conversion results."
OUT0192,40,8562543.75,171677541.15,182679.0,33.08,20.05,4.99,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,82.14,High Performing,40,174323,28910,2.63,20,2,Digital Campaign,16.58,High Performing,"Marketing effectiveness is 82.1/100 (High Performing). Campaign ROI averages 2.63, with 16.58% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0193,39,2462902.29,51237031.26,56046.0,17.19,20.8,4.81,Needs Improvement,Medium,Marketing efficiency is among the stronger outlet results. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Continue monitoring successful campaigns and consider scaling effective activities. Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",55.73,Moderate,40,82413,7051,1.81,9,7,Digital Campaign,8.56,Moderate,"Marketing effectiveness is 55.7/100 (Moderate). Campaign ROI averages 1.81, with 8.56% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0194,39,6388015.02,114382144.92,65912.0,27.35,17.91,5.58,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,60.42,Moderate,40,77301,10566,2.13,9,3,Digital Campaign,13.67,Moderate,"Marketing effectiveness is 60.4/100 (Moderate). Campaign ROI averages 2.13, with 13.67% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0195,40,5114813.86,102872733.11,119440.0,23.0,20.11,4.97,Moderate,Low,Marketing efficiency is within the middle range of outlet performance. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring marketing performance and optimize campaigns using sales and conversion trends.,66.65,Moderate,40,154620,18151,2.29,16,2,Digital Campaign,11.74,High Performing,"Marketing effectiveness is 66.7/100 (Moderate). Campaign ROI averages 2.29, with 11.74% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
OUT0196,39,4353696.4,83904820.74,123859.0,30.68,19.27,5.19,Needs Improvement,Medium,Marketing efficiency is below the lower-performing outlet range. Conversion rate is among the stronger outlet results. Marketing spend represents a relatively lower proportion of sales revenue.,Review marketing campaigns and redirect spending toward better-performing activities.,72.11,Moderate,40,121486,18819,2.06,11,3,Digital Campaign,15.49,Moderate,"Marketing effectiveness is 72.1/100 (Moderate). Campaign ROI averages 2.06, with 15.49% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0197,40,4207185.25,85899587.31,51918.0,16.98,20.42,4.9,Needs Improvement,Medium,Marketing efficiency is within the middle range of outlet performance. Conversion rate is below the lower-performing outlet range. Marketing spend represents a relatively lower proportion of sales revenue.,"Improve campaign targeting, customer engagement, offers, and conversion-focused activities.",54.44,Moderate,40,86806,7394,2.3,16,4,Digital Campaign,8.52,High Performing,"Marketing effectiveness is 54.4/100 (Moderate). Campaign ROI averages 2.30, with 8.52% engagement across 40 campaigns.",Test campaign offers and targeting to improve conversion while protecting revenue per marketing rupee.
OUT0198,39,4158496.22,88555865.89,65175.0,20.0,21.3,4.7,Moderate,Low,Marketing efficiency is among the stronger outlet results. Conversion rate is within the middle range of outlet performance. Marketing spend represents a relatively lower proportion of sales revenue.,Continue monitoring successful campaigns and consider scaling effective activities.,59.94,Moderate,40,96810,9731,2.31,17,0,Digital Campaign,10.05,High Performing,"Marketing effectiveness is 59.9/100 (Moderate). Campaign ROI averages 2.31, with 10.05% engagement across 40 campaigns.",Continue the strongest campaign mix and scale spend only where ROI and engagement remain above the network benchmark.
